asn,subnet
AS17639,27.49.15.0/24
AS137872,161.81.253.0/24
AS135061,163.177.76.0/24
AS153685,163.223.93.0/24
AS134943,163.61.33.0/24
AS328196,164.160.10.0/24
AS58768,165.101.23.0/24
AS154083,165.101.254.0/24
AS37049,165.16.186.0/24
AS140577,168.100.149.0/24
AS14988,168.167.228.0/24
AS14988,168.167.72.0/24
AS14988,168.167.81.0/24
AS151734,168.220.234.0/24
AS37347,168.253.118.0/24
AS18013,168.76.131.0/24
AS327813,169.255.56.0/24
AS138345,171.0.227.0/24
AS138345,171.1.126.0/24
AS55352,175.100.177.0/24
AS23888,175.107.32.0/24
AS23888,203.124.42.0/24
AS4773,175.156.158.0/24
AS4773,175.156.127.0/24
AS135478,175.158.43.0/24
AS133661,180.188.253.0/24
AS7713,36.95.221.0/24
AS7713,36.95.194.0/24
AS7713,36.91.81.0/24
AS7713,36.93.249.0/24
AS7713,36.91.166.0/24
AS7713,36.71.181.0/24
AS7713,36.93.144.0/24
AS7713,180.252.148.0/24
AS7713,36.71.188.0/24
AS7713,36.69.144.0/24
AS7713,36.92.6.0/24
AS7713,36.76.83.0/24
AS7602,180.93.42.0/24
AS45753,182.16.46.0/24
AS45753,182.16.41.0/24
AS45753,182.16.89.0/24
AS45753,182.16.35.0/24
AS24323,182.160.114.0/24
AS18229,182.18.180.0/24
AS18229,36.255.3.0/24
AS18229,182.18.161.0/24
AS9231,182.239.83.0/24
AS9231,182.239.78.0/24
AS9231,182.239.110.0/24
AS23693,182.8.226.0/24
AS23693,182.8.182.0/24
AS23693,182.8.229.0/24
AS55577,183.82.111.0/24
AS55577,183.82.126.0/24
AS55577,183.82.108.0/24
AS55577,183.82.97.0/24
AS45903,203.205.37.0/24
AS45903,42.96.43.0/24
AS45903,202.134.19.0/24
AS45903,183.91.11.0/24
AS131127,183.91.186.0/24
AS142220,192.135.210.0/24
AS21491,196.0.113.0/24
AS21491,196.0.122.0/24
AS21491,196.0.14.0/24
AS21491,196.0.120.0/24
AS21491,196.0.41.0/24
AS24757,196.188.93.0/24
AS24757,196.189.237.0/24
AS24757,196.188.63.0/24
AS24757,196.190.180.0/24
AS24757,196.191.142.0/24
AS24757,196.188.187.0/24
AS24757,196.189.126.0/24
AS24757,196.189.124.0/24
AS24757,196.190.220.0/24
AS24757,196.188.168.0/24
AS24757,197.156.97.0/24
AS24757,196.189.59.0/24
AS24757,196.190.43.0/24
AS24757,196.189.51.0/24
AS37518,196.247.213.0/24
AS37518,196.196.253.0/24
AS37518,196.199.40.0/24
AS15399,196.207.177.0/24
AS30844,197.155.225.0/24
AS30844,41.191.229.0/24
AS30844,196.216.81.0/24
AS30619,196.28.226.0/24
AS25543,196.28.242.0/24
AS37183,196.29.34.0/24
AS11845,41.193.88.0/24
AS11845,196.41.207.0/24
AS36884,197.146.131.0/24
AS37451,197.157.252.0/24
AS37133,197.186.70.0/24
AS37342,197.219.208.0/24
AS37342,197.219.210.0/24
AS37342,197.219.228.0/24
AS37204,197.221.232.0/24
AS23889,197.227.8.0/24
AS23889,197.225.146.0/24
AS37563,197.231.202.0/24
AS37619,197.243.0.0/24
AS33771,197.248.15.0/24
AS33771,197.248.34.0/24
AS33771,197.248.8.0/24
AS33771,41.90.100.0/24
AS29614,197.251.193.0/24
AS37323,197.255.198.0/24
AS2609,197.5.145.0/24
AS58487,202.10.47.0/24
AS58487,202.10.45.0/24
AS46042,202.125.94.0/24
AS55342,202.131.1.0/24
AS38149,202.152.204.0/24
AS38149,202.152.201.0/24
AS133674,202.160.145.0/24
AS38030,202.161.191.0/24
AS18206,202.165.22.0/24
AS18206,202.165.16.0/24
AS18206,202.165.15.0/24
AS18206,202.165.17.0/24
AS18206,202.165.29.0/24
AS56089,202.166.176.0/24
AS9930,202.184.141.0/24
AS9930,203.121.40.0/24
AS45707,202.43.117.0/24
AS9422,202.43.228.0/24
AS10220,202.51.214.0/24
AS23647,202.51.94.0/24
AS136482,202.53.141.0/24
AS17483,202.62.74.0/24
AS150008,202.65.133.0/24
AS38517,202.65.229.0/24
AS24492,202.79.29.0/24
AS9230,202.84.34.0/24
AS38861,203.116.129.0/24
AS7590,203.124.32.0/24
AS7590,203.124.44.0/24
AS17911,203.128.0.0/24
AS17976,203.144.76.0/24
AS4618,203.150.107.0/24
AS4618,203.154.158.0/24
AS7693,203.155.253.0/24
AS4750,203.170.129.0/24
AS17665,203.192.232.0/24
AS17665,203.192.245.0/24
AS17665,45.118.106.0/24
AS7633,203.193.147.0/24
AS7633,203.193.137.0/24
AS7633,203.193.168.0/24
AS45510,203.196.42.0/24
AS6453,203.199.243.0/24
AS17882,66.181.171.0/24
AS17882,203.23.199.0/24
AS55722,203.98.229.0/24
AS9929,210.13.99.0/24
AS24122,210.4.68.0/24
AS55430,218.212.131.0/24
AS9329,220.247.224.0/24
AS142115,222.167.161.0/24
AS59257,223.123.65.0/24
AS9304,223.17.5.0/24
AS55652,27.121.83.0/24
AS55811,27.124.111.0/24
AS23688,27.147.195.0/24
AS63940,27.254.152.0/24
AS17501,27.34.68.0/24
AS17501,27.34.66.0/24
AS17816,58.252.142.0/24
AS17816,27.39.128.0/24
AS17816,27.39.130.0/24
AS9394,36.212.31.0/24
AS9394,61.233.4.0/24
AS43260,36.255.98.0/24
AS38623,36.37.203.0/24
AS38623,36.37.194.0/24
AS24863,41.178.230.0/24
AS24863,45.246.70.0/24
AS24863,41.128.181.0/24
AS35091,41.139.11.0/24
AS35091,41.139.10.0/24
AS35091,41.139.46.0/24
AS35091,41.211.16.0/24
AS35091,41.139.0.0/24
AS35091,41.211.4.0/24
AS35091,41.139.44.0/24
AS35091,41.139.9.0/24
AS16058,41.158.48.0/24
AS327931,41.220.144.0/24
AS327931,41.220.146.0/24
AS327931,41.200.20.0/24
AS15808,41.215.125.0/24
AS139989,41.216.178.0/24
AS139989,41.216.177.0/24
AS328459,41.216.215.0/24
AS328459,41.216.209.0/24
AS328459,41.216.211.0/24
AS36901,41.220.3.0/24
AS22690,41.242.142.0/24
AS33765,41.59.228.0/24
AS33765,41.59.229.0/24
AS37532,41.63.62.0/24
AS37004,41.73.0.0/24
AS37187,41.75.114.0/24
AS37209,41.76.86.0/24
AS37317,41.79.19.0/24
AS327770,41.79.59.0/24
AS36958,41.86.34.0/24
AS36914,41.89.128.0/24
AS37182,41.93.28.0/24
AS134963,8.218.188.0/24
AS134963,8.210.124.0/24
AS134963,8.221.139.0/24
AS134963,8.218.60.0/24
AS134963,8.218.120.0/24
AS134963,43.108.17.0/24
AS134963,8.218.40.0/24
AS134963,8.210.220.0/24
AS134963,8.217.45.0/24
AS134963,43.108.22.0/24
AS134963,43.99.245.0/24
AS134963,8.217.12.0/24
AS134963,8.217.38.0/24
AS134963,8.213.81.0/24
AS134963,8.210.36.0/24
AS134963,43.100.43.0/24
AS134963,8.219.238.0/24
AS134963,8.213.226.0/24
AS134963,8.210.151.0/24
AS134963,8.213.210.0/24
AS134963,8.217.54.0/24
AS134963,43.106.63.0/24
AS134963,8.219.230.0/24
AS134963,8.210.54.0/24
AS134963,8.217.107.0/24
AS134963,43.110.139.0/24
AS45102,47.113.228.0/24
AS45102,47.113.221.0/24
AS45102,43.112.118.0/24
AS132750,43.227.185.0/24
AS133298,43.241.65.0/24
AS132787,43.242.247.0/24
AS131111,43.243.142.0/24
AS58717,43.245.143.0/24
AS131740,43.245.249.0/24
AS18103,43.248.27.0/24
AS62468,43.251.116.0/24
AS132933,45.120.120.0/24
AS134366,45.120.216.0/24
AS45775,45.123.110.0/24
AS133384,45.125.4.0/24
AS138995,45.194.37.0/24
AS136744,45.196.196.0/24
AS151407,45.196.236.0/24
AS142032,45.207.214.0/24
AS328076,45.222.48.0/24
AS38744,49.0.36.0/24
AS131269,49.204.232.0/24
AS133481,49.228.186.0/24
AS133481,49.228.244.0/24
AS133481,49.228.84.0/24
AS17762,49.248.75.0/24
AS134103,49.51.202.0/24
AS134103,49.51.166.0/24
AS139007,58.18.103.0/24
AS17622,58.249.151.0/24
AS17622,58.249.128.0/24
AS17622,58.249.152.0/24
AS17429,58.30.60.0/24
AS17813,59.183.112.0/24
AS17813,59.184.221.0/24
AS17813,59.177.100.0/24
AS17813,59.184.177.0/24
AS19970,61.245.10.0/24
AS19970,61.245.11.0/24
AS10094,61.6.228.0/24
AS198949,66.116.205.0/24
